Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD16A3GF_061_Line_Y_500m,MOD16A3GF_061_Sample_X_500m,MOD16A3GF_061_ET_500m,MOD16A3GF_061_ET_QC_500m,MOD16A3GF_061_ET_QC_500m_bitmask,MOD16A3GF_061_ET_QC_500m_ContinuousLayer,MOD16A3GF_061_ET_QC_500m_ContinuousLayer_Description
Tundra,TOOL,68.66109,-149.37047,2007-01-01,h12v02,321.0,1355.0,262.2000122,17.0,0b00010001,0b0,Continuous
Tundra,TOOL,68.66109,-149.37047,2008-01-01,h12v02,321.0,1355.0,249.6000061,37.0,0b00100101,0b0,Continuous
Tundra,TOOL,68.66109,-149.37047,2009-01-01,h12v02,321.0,1355.0,253.6000061,50.0,0b00110010,0b0,Continuous
Tundra,TOOL,68.66109,-149.37047,2010-01-01,h12v02,321.0,1355.0,266.6000061,30.0,0b00011110,0b0,Continuous
Tundra,TOOL,68.66109,-149.37047,2011-01-01,h12v02,321.0,1355.0,272.0,18.0,0b00010010,0b0,Continuous
Tundra,TOOL,68.66109,-149.37047,2012-01-01,h12v02,321.0,1355.0,258.3999939,32.0,0b00100000,0b0,Continuous
Tundra,TOOL,68.66109,-149.37047,2013-01-01,h12v02,321.0,1355.0,239.5,34.0,0b00100010,0b0,Continuous
Tundra,TOOL,68.66109,-149.37047,2014-01-01,h12v02,321.0,1355.0,272.1000061,52.0,0b00110100,0b0,Continuous
Tundra,TOOL,68.66109,-149.37047,2015-01-01,h12v02,321.0,1355.0,260.8999939,62.0,0b00111110,0b0,Continuous
Tundra,TOOL,68.66109,-149.37047,2016-01-01,h12v02,321.0,1355.0,276.3999939,49.0,0b00110001,0b0,Continuous
Tundra,TOOL,68.66109,-149.37047,2017-01-01,h12v02,321.0,1355.0,280.1000061,54.0,0b00110110,0b0,Continuous
Tundra,TOOL,68.66109,-149.37047,2018-01-01,h12v02,321.0,1355.0,271.2000122,50.0,0b00110010,0b0,Continuous
Tundra,TOOL,68.66109,-149.37047,2019-01-01,h12v02,321.0,1355.0,280.1000061,37.0,0b00100101,0b0,Continuous
Tundra,TOOL,68.66109,-149.37047,2020-01-01,h12v02,321.0,1355.0,258.0,27.0,0b00011011,0b0,Continuous
Tundra,TOOL,68.66109,-149.37047,2021-01-01,h12v02,321.0,1355.0,244.4000092,28.0,0b00011100,0b0,Continuous
Tundra,TOOL,68.66109,-149.37047,2022-01-01,h12v02,321.0,1355.0,257.7000122,30.0,0b00011110,0b0,Continuous
Tundra,TOOL,68.66109,-149.37047,2023-01-01,h12v02,321.0,1355.0,273.8999939,42.0,0b00101010,0b0,Continuous
