hzname,siteid,plotid,horizonid,pittype,latitude,longitude,hzndept,hzndepb,modifieddept,modifieddepb,midpointcm,sandtotal,silttotal,claytotal,bulkdensovendry,bulkdensfieldmoist,fieldcapacity,wiltingpoint,ksat_T,ksat_T_std
BA,KONA,KONA_005,18N04435,Distributed,39.22147,-96.58282,7,35,,,21.0,10.9,64.2,24.9,1.57,,0.19154,0.2886,12.656799,1.277262
Bw1,KONA,KONA_005,18N04436,Distributed,39.22147,-96.58282,35,58,,,46.5,6.2,64.3,29.5,1.42,,0.11786,0.32881,11.192955,1.300199
Bw2,KONA,KONA_005,18N04437,Distributed,39.22147,-96.58282,58,77,,,67.5,6.0,62.5,31.5,1.45,,0.1769,0.32053,11.164156,1.300402
2Bt,KONA,KONA_005,18N04438,Distributed,39.22147,-96.58282,77,100,,,88.5,3.7,52.0,44.3,1.76,,0.21824,0.37346,13.902589,1.463351
A,SRER,SRER_004,18N04439,Distributed,31.9068056,-110.8154167,0,3,,,1.5,64.5,17.1,18.4,,,,,20.483573,1.194292
Bt1,SRER,SRER_004,18N04440,Distributed,31.9068056,-110.8154167,3,8,,,5.5,59.3,16.7,24.0,,,,,13.357687,1.236368
Bt2,SRER,SRER_004,18N04441,Distributed,31.9068056,-110.8154167,8,38,,,23.0,49.6,14.1,36.3,,,,,8.833695,1.307761
Bkkm,SRER,SRER_004,18N04482,Distributed,31.9068056,-110.8154167,38,100,,,69.0,76.0,13.3,10.7,,,,,52.684676,1.140123
A1,SRER,SRER_007,18N04442,Distributed,31.8976944,-110.8752222,0,3,,,1.5,78.4,17.0,4.6,,,,,95.482113,1.214721
A2,SRER,SRER_007,18N04443,Distributed,31.8976944,-110.8752222,3,33,,,18.0,79.8,13.2,7.0,,,,,88.251308,1.162386
Bw,SRER,SRER_007,18N04444,Distributed,31.8976944,-110.8752222,33,69,,,51.0,80.2,11.6,8.2,,,,,82.982581,1.153915
C,SRER,SRER_007,18N04445,Distributed,31.8976944,-110.8752222,69,102,,,85.5,82.3,9.7,8.0,,,,,100.265662,1.152516
C1,SRER,SRER_013,18N04446,Distributed,31.8098056,-110.8938889,0,5,,,2.5,80.7,13.6,5.7,,,,,104.182875,1.182429
C2,SRER,SRER_013,18N04447,Distributed,31.8098056,-110.8938889,5,52,,,28.5,79.5,12.1,8.4,,,,,77.645456,1.152281
C3,SRER,SRER_013,18N04448,Distributed,31.8098056,-110.8938889,52,83,,,67.5,83.6,9.7,6.7,,,,,125.801331,1.151941
C4,SRER,SRER_013,18N04449,Distributed,31.8098056,-110.8938889,83,102,,,92.5,84.7,9.1,6.2,,,,,147.035988,1.145684
A,SRER,SRER_014,18N04450,Distributed,31.8739444,-110.8870833,0,3,,,1.5,81.4,13.9,4.7,,,,,118.860842,1.205314
Bw1,SRER,SRER_014,18N04451,Distributed,31.8739444,-110.8870833,3,30,,,16.5,79.6,13.3,7.1,,,,,86.324163,1.161182
Bw2,SRER,SRER_014,18N04452,Distributed,31.8739444,-110.8870833,30,76,,,53.0,77.2,12.9,9.9,,,,,59.77055,1.143456
2C,SRER,SRER_014,18N04453,Distributed,31.8739444,-110.8870833,76,102,,,89.0,86.3,7.2,6.5,,,,,173.272016,1.126827
C,SRER,SRER_018,18N04454,Distributed,31.8978611,-110.9082778,0,10,,,5.0,85.2,10.2,4.6,,,,,175.827866,1.165664
2C1,SRER,SRER_018,18N04455,Distributed,31.8978611,-110.9082778,10,33,,,21.5,51.6,38.3,10.1,,,,,30.048214,1.334779
2C2,SRER,SRER_018,18N04456,Distributed,31.8978611,-110.9082778,33,77,,,55.0,27.0,55.1,17.9,,,,,17.473256,1.242346
2C3,SRER,SRER_018,18N04457,Distributed,31.8978611,-110.9082778,77,100,,,88.5,23.9,46.0,30.1,,,,,10.627631,1.301949
C,SRER,SRER_023,18N04458,Distributed,31.8525833,-110.8579722,0,8,,,4.0,91.1,5.7,3.2,,,,,424.629692,1.134422
Bw1,SRER,SRER_023,18N04459,Distributed,31.8525833,-110.8579722,8,46,,,27.0,81.3,10.3,8.4,,,,,89.09881,1.15336
Bw2,SRER,SRER_023,18N04460,Distributed,31.8525833,-110.8579722,46,86,,,66.0,85.9,7.0,7.1,,,,,157.295903,1.131021
Bw3,SRER,SRER_023,18N04461,Distributed,31.8525833,-110.8579722,86,102,,,94.0,85.2,7.4,7.4,,,,,141.457301,1.136908
A,SRER,SRER_024,18N04462,Distributed,31.8136389,-110.80675,0,5,,,2.5,81.1,11.7,7.2,,,,,96.19597,1.159504
Bt1,SRER,SRER_024,18N04463,Distributed,31.8136389,-110.80675,5,20,,,12.5,76.8,13.1,10.1,,,,,57.56029,1.142159
Bt2,SRER,SRER_024,18N04464,Distributed,31.8136389,-110.80675,20,36,,,28.0,74.4,13.2,12.4,,,,,42.81196,1.139396
2Bt,SRER,SRER_024,18N04465,Distributed,31.8136389,-110.80675,36,102,,,69.0,60.4,19.9,19.7,,,,,17.341438,1.216336
C1,SRER,SRER_026,18N04466,Distributed,31.8333333,-110.84375,0,8,,,4.0,88.6,6.7,4.7,,,,,269.52994,1.115893
C2,SRER,SRER_026,18N04467,Distributed,31.8333333,-110.84375,8,41,,,24.5,85.7,7.6,6.7,,,,,158.591469,1.1325
C3,SRER,SRER_026,18N04468,Distributed,31.8333333,-110.84375,41,82,,,61.5,87.8,6.4,5.8,,,,,222.153288,1.11499
C4,SRER,SRER_026,18N04469,Distributed,31.8333333,-110.84375,82,102,,,92.0,88.0,5.8,6.2,,,,,221.075519,1.117296
A,SRER,SRER_003,18N04470,Distributed,31.8404722,-110.9170556,0,8,,,4.0,78.8,14.5,6.7,,,,,84.103361,1.165483
Bw,SRER,SRER_003,18N04471,Distributed,31.8404722,-110.9170556,8,46,,,27.0,76.9,13.5,9.6,,,,,60.162673,1.142434
Bt,SRER,SRER_003,18N04472,Distributed,31.8404722,-110.9170556,46,84,,,65.0,71.7,16.4,11.9,,,,,40.151867,1.13965
2Bt,SRER,SRER_003,18N04473,Distributed,31.8404722,-110.9170556,84,102,,,93.0,70.6,17.9,11.5,,,,,39.932995,1.141814
A,SRER,SRER_008,18N04474,Distributed,31.8669167,-110.8148889,0,5,,,2.5,76.5,14.4,9.1,,,,,61.169016,1.141542
BA,SRER,SRER_008,18N04475,Distributed,31.8669167,-110.8148889,5,20,,,12.5,70.2,16.3,13.5,,,,,33.830825,1.149365
Bt1,SRER,SRER_008,18N04476,Distributed,31.8669167,-110.8148889,20,45,,,32.5,54.4,13.3,32.3,,,,,9.655417,1.285811
Bt2,SRER,SRER_008,18N04477,Distributed,31.8669167,-110.8148889,45,102,,,73.5,63.1,10.2,26.7,,,,,12.769595,1.249704
A,SRER,SRER_016,18N04478,Distributed,31.9053611,-110.8469722,0,8,,,4.0,76.6,16.7,6.7,,,,,73.561453,1.161068
Bw,SRER,SRER_016,18N04479,Distributed,31.9053611,-110.8469722,8,25,,,16.5,77.2,14.7,8.1,,,,,68.58222,1.147579
Bkk,SRER,SRER_016,18N04480,Distributed,31.9053611,-110.8469722,25,74,,,49.5,81.0,11.4,7.6,,,,,92.531355,1.156754
2Ck,SRER,SRER_016,18N04481,Distributed,31.9053611,-110.8469722,74,100,,,87.0,87.7,6.6,5.7,,,,,220.938368,1.115174
A,SRER,SRER_043,18N04483,Distributed,31.91,-110.8373333,0,5,,,2.5,74.8,20.3,4.9,,,,,76.717849,1.198496
Bw,SRER,SRER_043,18N04484,Distributed,31.91,-110.8373333,5,33,,,19.0,69.8,20.9,9.3,,,,,46.088172,1.146149
Bk,SRER,SRER_043,18N04485,Distributed,31.91,-110.8373333,33,76,,,54.5,67.2,20.5,12.3,,,,,34.174884,1.163402
2Bk,SRER,SRER_043,18N04486,Distributed,31.91,-110.8373333,76,102,,,89.0,66.7,23.8,9.5,,,,,41.924422,1.170917
A,PUUM,PUUM_004,18N05220,Distributed,19.55778,-155.23029,0,8,,,4.0,67.8,29.6,2.6,,,,,73.915651,1.350383
Bw,PUUM,PUUM_004,18N05221,Distributed,19.55778,-155.23029,8,30,,,19.0,70.4,23.6,6.0,,,,,60.270111,1.17205
Oe,PUUM,PUUM_006,,Distributed,19.57819,-155.31821,0,4,-4.0,0.0,2.0,,,,,,,,,
A,PUUM,PUUM_006,18N05222,Distributed,19.57819,-155.31821,4,12,0.0,8.0,8.0,,,,,,,,,
2Bw,PUUM,PUUM_006,18N05223,Distributed,19.57819,-155.31821,12,27,8.0,23.0,19.5,,,,,,,,,
3C,PUUM,PUUM_006,,Distributed,19.57819,-155.31821,27,30,23.0,26.0,28.5,,,,,,,,,
Oa,PUUM,PUUM_007,18N05224,Distributed,19.55414,-155.22887,0,3,-3.0,0.0,1.5,,,,,,,,,
A,PUUM,PUUM_007,18N05225,Distributed,19.55414,-155.22887,3,12,0.0,9.0,7.5,,,,,,,,,
Bw,PUUM,PUUM_007,18N05226,Distributed,19.55414,-155.22887,12,30,9.0,27.0,21.0,64.5,29.7,5.8,,,,,54.059977,1.234526
Oe,PUUM,PUUM_010,,Distributed,19.56473,-155.31381,0,2,-2.0,0.0,1.0,,,,,,,,,
A,PUUM,PUUM_010,18N05227,Distributed,19.56473,-155.31381,2,13,0.0,11.0,7.5,,,,,,,,,
Bw1,PUUM,PUUM_010,18N05228,Distributed,19.56473,-155.31381,13,26,11.0,24.0,19.5,46.9,34.2,18.9,,,,,13.669589,1.247153
Bw2/2C,PUUM,PUUM_010,18N05229,Distributed,19.56473,-155.31381,26,30,24.0,28.0,28.0,55.1,26.0,18.9,,,,,16.475698,1.210773
Oe,PUUM,PUUM_014,,Distributed,19.58752,-155.33986,0,1,-27.0,-26.0,0.5,,,,,,,,,
Oa1,PUUM,PUUM_014,18N05230,Distributed,19.58752,-155.33986,1,13,-26.0,-14.0,7.0,,,,,,,,,
Oa2,PUUM,PUUM_014,18N05231,Distributed,19.58752,-155.33986,13,27,-14.0,0.0,20.0,,,,,,,,,
2C,PUUM,PUUM_014,,Distributed,19.58752,-155.33986,27,30,0.0,3.0,28.5,,,,,,,,,
Oa,PUUM,PUUM_015,18N05232,Distributed,19.56092,-155.24971,0,5,-5.0,0.0,2.5,,,,,,,,,
A,PUUM,PUUM_015,18N05233,Distributed,19.56092,-155.24971,5,30,0.0,25.0,17.5,70.0,23.3,6.7,,,,,56.496388,1.162716
Oe,PUUM,PUUM_031,,Distributed,19.55351,-155.31923,0,1,-1.0,0.0,0.5,,,,,,,,,
A,PUUM,PUUM_031,18N05234,Distributed,19.55351,-155.31923,1,13,0.0,12.0,7.0,,,,,,,,,
Bw,PUUM,PUUM_031,18N05235,Distributed,19.55351,-155.31923,13,30,12.0,29.0,21.5,51.1,33.1,15.8,,,,,18.764583,1.202108
Oa,PUUM,PUUM_032,18N05236,Distributed,19.55054,-155.31621,0,10,-10.0,0.0,5.0,,,,,,,,,
2R,PUUM,PUUM_032,,Distributed,19.55054,-155.31621,10,30,0.0,20.0,20.0,,,,,,,,,
Oe,PUUM,PUUM_034,,Distributed,19.54905,-155.31239,0,2,-13.0,-11.0,1.0,,,,,,,,,
Oa1,PUUM,PUUM_034,18N05237,Distributed,19.54905,-155.31239,2,13,-11.0,0.0,7.5,,,,,,,,,
Oa2/2C,PUUM,PUUM_034,18N05238,Distributed,19.54905,-155.31239,13,30,0.0,17.0,21.5,,,,,,,,,
Oe,PUUM,PUUM_036,18N05239,Distributed,19.55435,-155.32338,0,18,-18.0,0.0,9.0,,,,,,,,,
2C,PUUM,PUUM_036,,Distributed,19.55435,-155.32338,18,30,0.0,12.0,24.0,,,,,,,,,
Ap,KONA,KONA_002,18N05451,Distributed,39.115422,-96.6387001,0,10,,,5.0,9.3,66.7,24.0,1.49,,0.16539,0.2758,12.85629,1.297117
BA,KONA,KONA_002,18N05452,Distributed,39.115422,-96.6387001,10,30,,,20.0,9.2,64.0,26.8,1.54,,0.16786,0.31244,11.99841,1.291191
Bt1,KONA,KONA_002,18N05453,Distributed,39.115422,-96.6387001,30,59,,,44.5,6.1,61.3,32.6,1.49,,0.20264,0.34136,11.261365,1.301589
Bt2,KONA,KONA_002,18N05454,Distributed,39.115422,-96.6387001,59,80,,,69.5,3.8,60.1,36.1,1.61,,0.24633,0.34364,11.202148,1.372983
Bt3,KONA,KONA_002,18N05455,Distributed,39.115422,-96.6387001,80,100,,,90.0,3.0,60.5,36.5,1.68,,0.26208,0.28576,11.009177,1.41573
Ap1,KONA,KONA_006,18N05456,Distributed,39.1247882,-96.6475661,0,9,,,4.5,12.4,51.4,36.2,1.71,,0.24282,0.37555,11.895737,1.298721
Ap2,KONA,KONA_006,18N05457,Distributed,39.1247882,-96.6475661,9,26,,,17.5,9.8,50.5,39.7,,,,,12.829349,1.336122
Bt1,KONA,KONA_006,18N05458,Distributed,39.1247882,-96.6475661,26,52,,,39.0,10.0,52.3,37.7,1.71,,0.29583,0.37044,12.329069,1.319698
Bt2,KONA,KONA_006,18N05459,Distributed,39.1247882,-96.6475661,52,77,,,64.5,10.3,55.3,34.4,1.64,,0.24272,0.33972,11.771388,1.294907
Bt3,KONA,KONA_006,18N05460,Distributed,39.1247882,-96.6475661,77,100,,,88.5,13.4,50.3,36.3,1.75,,0.25375,0.33507,11.814899,1.294939
Ap1,KONA,KONA_023,18N05461,Distributed,39.2163143,-96.5958711,0,6,,,3.0,7.1,56.9,36.0,1.55,,0.21855,0.33221,11.897672,1.316472
Ap2,KONA,KONA_023,18N05462,Distributed,39.2163143,-96.5958711,6,26,,,16.0,4.3,53.2,42.5,1.82,,0.32214,0.38106,13.309733,1.413474
Bt,KONA,KONA_023,18N05463,Distributed,39.2163143,-96.5958711,26,53,,,39.5,2.7,50.2,47.1,1.73,,0.33216,0.40986,14.927574,1.58914
Btk1,KONA,KONA_023,18N05464,Distributed,39.2163143,-96.5958711,53,74,,,63.5,3.7,54.4,41.9,1.8,,0.3276,0.38198,12.913666,1.428861
Btk2,KONA,KONA_023,18N05465,Distributed,39.2163143,-96.5958711,74,100,,,87.0,5.4,56.8,37.8,1.57,,0.2669,0.32234,12.01559,1.344204
Ap,KONA,KONA_030,18N05466,Distributed,39.1262982,-96.6452249,0,10,,,5.0,11.7,54.6,33.7,1.6,,0.1984,0.29725,11.658188,1.286565
Bt1,KONA,KONA_030,18N05467,Distributed,39.1262982,-96.6452249,10,29,,,19.5,6.7,52.1,41.2,1.69,,0.27885,0.34504,13.222236,1.360952
Bt2,KONA,KONA_030,18N05468,Distributed,39.1262982,-96.6452249,29,63,,,46.0,6.4,54.2,39.4,1.81,,0.2896,0.36704,12.616633,1.346615
Bt3,KONA,KONA_030,18N05469,Distributed,39.1262982,-96.6452249,63,100,,,81.5,6.3,57.4,36.3,,,,,11.83316,1.320645
Oi,BARR,BARR_001,18N05552,Distributed,71.24395,-156.421899,0,14,-23.0,-9.0,7.0,,,,,,,,,
Oe,BARR,BARR_001,18N05553,Distributed,71.24395,-156.421899,14,23,-9.0,0.0,18.5,,,,,,,,,
Cgjj/Oajj,BARR,BARR_001,18N05554,Distributed,71.24395,-156.421899,23,56,0.0,33.0,39.5,10.9,56.0,33.1,,,,,11.646101,1.285989
Cgjjf/Oajjf,BARR,BARR_001,18N05555,Distributed,71.24395,-156.421899,56,100,33.0,77.0,78.0,,,,,,,,,
Cgjjf/Oajjf,BARR,BARR_001,18N05555,Distributed,71.24395,-156.421899,56,100,33.0,77.0,78.0,20.8,52.2,27.0,,,,,11.630915,1.25702
Oi,BARR,BARR_004,18N05556,Distributed,71.241282,-156.503321,0,10,-10.0,0.0,5.0,,,,,,,,,
Cg,BARR,BARR_004,18N05557,Distributed,71.241282,-156.503321,10,34,0.0,24.0,22.0,46.7,31.4,21.9,,,,,11.498421,1.234272
Cf,BARR,BARR_004,18N05558,Distributed,71.241282,-156.503321,34,52,24.0,42.0,43.0,60.9,26.5,12.6,,,,,29.248589,1.211004
Wf,BARR,BARR_004,,Distributed,71.241282,-156.503321,52,100,42.0,90.0,76.0,,,,,,,,,
Oe,BARR,BARR_005,18N05559,Distributed,71.242379,-156.312632,0,18,-18.0,0.0,9.0,,,,,,,,,
Ajj/Cgjj,BARR,BARR_005,18N05560,Distributed,71.242379,-156.312632,18,33,0.0,15.0,25.5,62.8,24.2,13.0,,,,,29.405614,1.197345
Cgjj/Ajjf1,BARR,BARR_005,18N05561,Distributed,71.242379,-156.312632,33,62,15.0,44.0,47.5,77.5,14.8,7.7,,,,,71.915736,1.15134
Cgjj/Ajjf2,BARR,BARR_005,18N05562,Distributed,71.242379,-156.312632,62,100,44.0,82.0,81.0,79.2,12.6,8.2,,,,,77.215594,1.152483
Oi,BARR,BARR_008,18N05563,Distributed,71.251637,-156.4518,0,32,-56.0,-24.0,16.0,,,,,,,,,
Oa,BARR,BARR_008,18N05564,Distributed,71.251637,-156.4518,32,56,-24.0,0.0,44.0,,,,,,,,,
Wf,BARR,BARR_008,,Distributed,71.251637,-156.4518,56,100,0.0,44.0,78.0,,,,,,,,,
Oi,BARR,BARR_011,,Distributed,71.302866,-156.623891,0,4,-24.0,-20.0,2.0,,,,,,,,,
Oe,BARR,BARR_011,18N05565,Distributed,71.302866,-156.623891,4,24,-20.0,0.0,14.0,,,,,,,,,
Oe/Cgjj,BARR,BARR_011,18N05566,Distributed,71.302866,-156.623891,24,56,0.0,32.0,40.0,54.9,26.0,19.1,,,,,16.198753,1.21078
Cf,BARR,BARR_011,18N05567,Distributed,71.302866,-156.623891,56,100,32.0,76.0,78.0,36.8,36.3,26.9,,,,,8.568713,1.412369
Oe,BARR,BARR_012,18N05568,Distributed,71.253638,-156.38126,0,12,-12.0,0.0,6.0,,,,,,,,,
Bg,BARR,BARR_012,18N05569,Distributed,71.253638,-156.38126,12,29,0.0,17.0,20.5,33.1,45.1,21.8,,,,,12.974564,1.331633
Cgjj/Oajj,BARR,BARR_012,18N05570,Distributed,71.253638,-156.38126,29,60,17.0,48.0,44.5,32.8,42.6,24.6,,,,,11.150734,1.335863
Cgjjf/Oajjf,BARR,BARR_012,18N05571,Distributed,71.253638,-156.38126,60,100,48.0,88.0,80.0,31.8,43.0,25.2,,,,,11.046276,1.338372
Oe,BARR,BARR_014,18N05572,Distributed,71.298618,-156.648647,0,27,-27.0,0.0,13.5,,,,,,,,,
Oejj/Cgjj,BARR,BARR_014,18N05573,Distributed,71.298618,-156.648647,27,51,0.0,24.0,39.0,47.7,32.1,20.2,,,,,12.911743,1.217221
Cgjj/Oejjf,BARR,BARR_014,18N05574,Distributed,71.298618,-156.648647,51,100,24.0,73.0,75.5,70.9,19.0,10.1,,,,,44.859309,1.139143
Cgjj/Oejj,BARR,BARR_015,18N05575,Distributed,71.267069,-156.563065,0,40,-40.0,0.0,20.0,37.8,40.0,22.2,,,,,11.100237,1.30078
Cfg,BARR,BARR_015,18N05576,Distributed,71.267069,-156.563065,40,100,0.0,60.0,70.0,39.1,37.4,23.5,,,,,9.764539,1.41479
Oe,BARR,BARR_018,18N05577,Distributed,71.306555,-156.61743,0,10,-10.0,0.0,5.0,,,,,,,,,
Cg1,BARR,BARR_018,18N05578,Distributed,71.306555,-156.61743,10,30,0.0,20.0,20.0,32.8,36.5,30.7,,,,,8.335701,1.368576
Cg2,BARR,BARR_018,18N05579,Distributed,71.306555,-156.61743,30,61,20.0,51.0,45.5,21.7,48.6,29.7,,,,,10.946489,1.277477
Cfg,BARR,BARR_018,18N05580,Distributed,71.306555,-156.61743,61,100,51.0,90.0,80.5,1.2,53.4,45.4,,,,,13.307202,1.712976
Oe,BARR,BARR_019,18N05581,Distributed,71.226524,-156.547069,0,54,-54.0,0.0,27.0,,,,,,,,,
Oejjf/Cjjf,BARR,BARR_019,18N05582,Distributed,71.226524,-156.547069,54,100,0.0,46.0,77.0,4.4,53.5,42.1,,,,,13.179117,1.405483
Oe,BARR,BARR_021,,Distributed,71.25564,-156.55086,0,11,-11.0,0.0,5.5,,,,,,,,,
Cgjj/O1,BARR,BARR_021,18N05583,Distributed,71.25564,-156.55086,11,32,0.0,21.0,21.5,16.3,54.2,29.5,,,,,11.475326,1.261419
Cgjj/O2,BARR,BARR_021,18N05584,Distributed,71.25564,-156.55086,32,56,21.0,45.0,44.0,26.8,43.0,30.2,,,,,10.191203,1.331051
Cgjjf/Ojjf,BARR,BARR_021,18N05585,Distributed,71.25564,-156.55086,56,100,45.0,89.0,78.0,11.8,51.7,36.5,,,,,11.991825,1.303328
Oe,BARR,BARR_022,18N05586,Distributed,71.246493,-156.395675,0,30,-30.0,0.0,15.0,,,,,,,,,
Cgjj/Oajj,BARR,BARR_022,18N05587,Distributed,71.246493,-156.395675,30,52,0.0,22.0,41.0,67.6,20.4,12.0,,,,,35.320333,1.160081
Wf,BARR,BARR_022,,Distributed,71.246493,-156.395675,52,100,22.0,70.0,76.0,,,,,,,,,
Oe,BARR,BARR_024,18N05588,Distributed,71.306045,-156.640298,0,26,-26.0,0.0,13.0,,,,,,,,,
Ojj/Cgjj,BARR,BARR_024,18N05589,Distributed,71.306045,-156.640298,26,54,0.0,28.0,40.0,70.7,17.4,11.9,,,,,38.850189,1.142481
Cgjj/Oejj,BARR,BARR_024,18N05590,Distributed,71.306045,-156.640298,54,80,28.0,54.0,67.0,84.7,8.3,7.0,,,,,138.091219,1.141227
Cf,BARR,BARR_024,18N05591,Distributed,71.306045,-156.640298,80,100,54.0,74.0,90.0,76.1,15.0,8.9,,,,,60.811959,1.140697
Oe,BARR,BARR_026,18N05592,Distributed,71.268506,-156.651493,0,39,-39.0,0.0,19.5,,,,,,,,,
Ajj,BARR,BARR_026,18N05593,Distributed,71.268506,-156.651493,39,70,0.0,31.0,54.5,18.4,43.6,38.0,,,,,11.338262,1.295862
ACjjf/Oajjf,BARR,BARR_026,18N05594,Distributed,71.268506,-156.651493,70,100,31.0,61.0,85.0,60.4,24.3,15.3,,,,,23.549574,1.207388
Oe,BARR,BARR_027,18N05595,Distributed,71.316556,-156.621323,0,24,-24.0,0.0,12.0,,,,,,,,,
Cgjj/Oejj,BARR,BARR_027,18N05596,Distributed,71.316556,-156.621323,24,49,0.0,25.0,36.5,1.5,43.2,55.3,,,,,19.513494,2.034023
Cfg,BARR,BARR_027,18N05597,Distributed,71.316556,-156.621323,49,100,25.0,76.0,74.5,7.2,61.0,31.8,,,,,11.39744,1.295829
OA,BARR,BARR_028,,Distributed,71.249974,-156.528198,0,7,,,3.5,,,,,,,,,
Cgjj/O,BARR,BARR_028,18N05598,Distributed,71.249974,-156.528198,7,50,,,28.5,47.6,39.8,12.6,,,,,22.412092,1.39058
Wf,BARR,BARR_028,,Distributed,71.249974,-156.528198,50,63,,,56.5,,,,,,,,,
O/Cgjjf,BARR,BARR_028,18N05599,Distributed,71.249974,-156.528198,63,100,,,81.5,5.5,50.0,44.5,,,,,14.38688,1.417292
Oe,BARR,BARR_031,18N05600,Distributed,71.251896,-156.510451,0,15,-15.0,0.0,7.5,,,,,,,,,
Cg/O,BARR,BARR_031,18N05601,Distributed,71.251896,-156.510451,15,52,0.0,37.0,33.5,48.9,29.6,21.5,,,,,12.358896,1.208503
Cf,BARR,BARR_031,18N05602,Distributed,71.251896,-156.510451,52,100,37.0,85.0,76.0,57.0,25.0,18.0,,,,,18.165305,1.212892
Oe,BARR,BARR_037,18N05603,Distributed,71.249919,-156.485505,0,36,-36.0,0.0,18.0,,,,,,,,,
Wf,BARR,BARR_037,,Distributed,71.249919,-156.485505,36,77,0.0,41.0,56.5,,,,,,,,,
Cgf/Of,BARR,BARR_037,18N05604,Distributed,71.249919,-156.485505,77,120,41.0,84.0,98.5,25.2,45.8,29.0,,,,,10.683371,1.30909
Oe,BARR,BARR_084,18N05605,Distributed,71.247738,-156.444745,0,10,-10.0,0.0,5.0,,,,,,,,,
Oa/Ajj,BARR,BARR_084,18N05606,Distributed,71.247738,-156.444745,10,35,0.0,25.0,22.5,,,,,,,,,
Wf/Oajjf,BARR,BARR_084,18N05607,Distributed,71.247738,-156.444745,35,100,25.0,90.0,67.5,3.7,60.6,35.7,,,,,11.084053,1.374548
Oejj/Ajj,BARR,BARR_085,18N05608,Distributed,71.263609,-156.60437,0,9,,,4.5,28.2,49.7,22.1,,,,,13.353778,1.287605
A/Oajj,BARR,BARR_085,18N05609,Distributed,71.263609,-156.60437,9,55,,,32.0,34.8,44.5,20.7,,,,,13.549872,1.327783
ACjjf,BARR,BARR_085,18N05610,Distributed,71.263609,-156.60437,55,100,,,77.5,37.7,38.7,23.6,,,,,10.061787,1.333239
Oe,MLBS,MLBS_061,,Distributed,37.3764722,-80.52,0,2,-6.0,-4.0,1.0,,,,,,,,,
Oa,MLBS,MLBS_061,,Distributed,37.3764722,-80.52,2,6,-4.0,0.0,4.0,,,,,,,,,
A,MLBS,MLBS_061,18N05999,Distributed,37.3764722,-80.52,6,14,0.0,8.0,10.0,80.6,15.1,4.3,,,,,114.493877,1.22186
AB,MLBS,MLBS_061,18N06000,Distributed,37.3764722,-80.52,14,21,8.0,15.0,17.5,79.3,16.8,3.9,,,,,106.817102,1.239788
Bw1,MLBS,MLBS_061,18N06001,Distributed,37.3764722,-80.52,21,30,15.0,24.0,25.5,72.8,16.8,10.4,,,,,46.869095,1.134841
Bw2,MLBS,MLBS_061,18N06002,Distributed,37.3764722,-80.52,30,36,24.0,30.0,33.0,68.0,18.3,13.7,,,,,31.337607,1.161336
Bt1,MLBS,MLBS_061,18N06003,Distributed,37.3764722,-80.52,36,91,30.0,85.0,63.5,43.5,22.2,34.3,,,,,7.761705,1.324091
Oe,MLBS,MLBS_064,,Distributed,37.3753888,-80.5206111,0,3,-8.0,-5.0,1.5,,,,,,,,,
Oa,MLBS,MLBS_064,,Distributed,37.3753888,-80.5206111,3,8,-5.0,0.0,5.5,,,,,,,,,
A,MLBS,MLBS_064,18N06004,Distributed,37.3753888,-80.5206111,8,11,0.0,3.0,9.5,78.4,16.3,5.3,,,,,90.747051,1.193829
AB,MLBS,MLBS_064,18N06005,Distributed,37.3753888,-80.5206111,11,20,3.0,12.0,15.5,74.5,17.5,8.0,,,,,60.22877,1.141742
Bw,MLBS,MLBS_064,18N06006,Distributed,37.3753888,-80.5206111,20,94,12.0,86.0,57.0,70.1,16.9,13.0,,,,,35.049775,1.14823
Oi,MLBS,MLBS_013,,Distributed,37.432333,-80.55975,0,1,-2.0,-1.0,0.5,,,,,,,,,
Oa,MLBS,MLBS_013,,Distributed,37.432333,-80.55975,1,2,-1.0,0.0,1.5,,,,,,,,,
A,MLBS,MLBS_013,18N06007,Distributed,37.432333,-80.55975,2,11,0.0,9.0,6.5,26.9,59.7,13.4,,,,,25.485553,1.254984
Bw1,MLBS,MLBS_013,18N06008,Distributed,37.432333,-80.55975,11,27,9.0,25.0,19.0,24.7,57.6,17.7,1.39,,0.15707,0.31008,17.871661,1.222983
Bw2,MLBS,MLBS_013,18N06009,Distributed,37.432333,-80.55975,27,40,25.0,38.0,33.5,23.1,57.1,19.8,1.61,,0.12397,0.27004,15.599559,1.225813
R,MLBS,MLBS_013,,Distributed,37.432333,-80.55975,40,65,38.0,63.0,52.5,,,,,,,,,
A,MLBS,MLBS_006,18N06010,Distributed,37.4266111,-80.56425,0,19,,,9.5,47.3,23.9,28.8,1.02,,0.16626,0.25571,8.915675,1.25427
Bw,MLBS,MLBS_006,18N06011,Distributed,37.4266111,-80.56425,19,30,,,24.5,45.6,22.5,31.9,1.58,,0.21962,0.35816,8.159901,1.29298
Bwg,MLBS,MLBS_006,18N06012,Distributed,37.4266111,-80.56425,30,48,,,39.0,42.2,21.8,36.0,1.59,,0.24963,0.327,7.652863,1.339825
Oi,MLBS,MLBS_019,,Distributed,37.424222,-80.5513888,0,2,-4.0,-2.0,1.0,,,,,,,,,
Oa,MLBS,MLBS_019,,Distributed,37.424222,-80.5513888,2,4,-2.0,0.0,3.0,,,,,,,,,
