hzname,siteid,plotid,horizonid,pittype,latitude,longitude,hzndept,hzndepb,modifieddept,modifieddepb,midpointcm,sandtotal,silttotal,claytotal,bulkdensovendry,bulkdensfieldmoist,fieldcapacity,wiltingpoint,ksat_T,ksat_T_std
Ap2,STER,,,Megapit,40.4598333,-103.0300833,11,28,,,19.5,43.1,36.7,20.2,,,,,11.743227,1.411355
Bt,STER,,,Megapit,40.4598333,-103.0300833,28,70,,,49.0,35.7,40.5,23.8,,,,,10.732172,1.295468
Btk,STER,,,Megapit,40.4598333,-103.0300833,70,121,,,95.5,43.9,36.3,19.8,,,,,12.149878,1.385113
C1,STER,,,Megapit,40.4598333,-103.0300833,121,159,,,140.0,77.8,17.2,5.0,,,,,89.288086,1.201597
C2,STER,,,Megapit,40.4598333,-103.0300833,159,213,,,186.0,83.7,14.1,2.2,,,,,177.838447,1.282479
A,CLBJ,,,Megapit,33.40143,-97.56725,0,21,,,10.5,55.5,34.4,10.1,,,,,32.697346,1.253066
E,CLBJ,,,Megapit,33.40143,-97.56725,21,34,,,27.5,58.9,33.2,7.9,,,,,41.796698,1.263708
Bt1,CLBJ,,,Megapit,33.40143,-97.56725,34,71,,,52.5,44.3,28.1,27.6,,,,,8.690317,1.287544
Bt2,CLBJ,,,Megapit,33.40143,-97.56725,71,89,,,80.0,50.0,29.7,20.3,,,,,13.555966,1.200814
Bt3,CLBJ,,,Megapit,33.40143,-97.56725,89,122,,,105.5,48.8,36.1,15.1,,,,,18.635797,1.257903
Cd,CLBJ,,,Megapit,33.40143,-97.56725,122,152,,,137.0,45.9,42.1,12.0,,,,,23.973893,1.427278
A,OAES,,,Megapit,35.4105883,-99.0604367,0,8,,,4.0,12.9,71.0,16.1,,,,,20.123937,1.282539
Bw,OAES,,,Megapit,35.4105883,-99.0604367,8,20,,,14.0,12.5,69.6,17.9,,,,,17.683298,1.26724
Cr1,OAES,,,Megapit,35.4105883,-99.0604367,20,31,,,25.5,22.1,61.0,16.9,,,,,19.120406,1.212426
Cr2,OAES,,,Megapit,35.4105883,-99.0604367,31,46,,,38.5,23.4,56.6,20.0,,,,,15.391449,1.228344
R,OAES,,,Megapit,35.4105883,-99.0604367,46,46,,,46.0,,,,,,,,,
A,YELL,,,Megapit,44.955971,-110.541984,0,4,,,2.0,35.9,41.1,23.0,,,,,11.249864,1.299215
Bt1,YELL,,,Megapit,44.955971,-110.541984,4,29,,,16.5,39.3,38.8,21.9,,,,,10.805813,1.364135
Bw,YELL,,,Megapit,44.955971,-110.541984,29,45,,,37.0,38.6,39.1,22.3,,,,,10.710663,1.336933
Bt2,YELL,,,Megapit,44.955971,-110.541984,45,67,,,56.0,38.6,39.0,22.4,,,,,10.632374,1.340689
Btk1,YELL,,,Megapit,44.955971,-110.541984,67,98,,,82.5,41.0,37.7,21.3,,,,,10.934022,1.425789
Btk2,YELL,,,Megapit,44.955971,-110.541984,98,126,,,112.0,41.1,39.5,19.4,,,,,12.582099,1.375051
Btk3,YELL,,,Megapit,44.955971,-110.541984,126,161,,,143.5,38.1,42.3,19.6,,,,,13.529557,1.312215
Btk4,YELL,,,Megapit,44.955971,-110.541984,161,200,,,180.5,40.5,40.2,19.3,,,,,12.882735,1.348842
A,MOAB,,,Megapit,38.25136,-109.38882,0,6,,,3.0,73.0,19.7,7.3,,,,,59.614073,1.147899
Bw,MOAB,,,Megapit,38.25136,-109.38882,6,31,,,18.5,71.2,17.0,11.8,,,,,39.787205,1.140592
Bk1,MOAB,,,Megapit,38.25136,-109.38882,31,47,,,39.0,66.4,16.5,17.1,,,,,23.392201,1.178971
Bk2,MOAB,,,Megapit,38.25136,-109.38882,47,62,,,54.5,69.6,14.1,16.3,,,,,26.8615,1.156417
Bk3,MOAB,,,Megapit,38.25136,-109.38882,62,82,,,72.0,80.4,10.4,9.2,,,,,77.877026,1.15202
Ck,MOAB,,,Megapit,38.25136,-109.38882,82,116,,,99.0,82.4,10.2,7.4,,,,,106.068428,1.15443
C1,MOAB,,,Megapit,38.25136,-109.38882,116,160,,,138.0,86.8,8.0,5.2,,,,,204.231213,1.127506
C2,MOAB,,,Megapit,38.25136,-109.38882,160,200,,,180.0,78.25,15.9,5.85,,,,,86.338765,1.180312
A1,NIWO,,,Megapit,40.05236,-105.58324,0,14,,,7.0,49.3,38.0,12.7,,,,,22.833067,1.328113
A2,NIWO,,,Megapit,40.05236,-105.58324,14,30,,,22.0,61.9,24.9,13.2,,,,,28.446358,1.202946
Bw1,NIWO,,,Megapit,40.05236,-105.58324,30,49,,,39.5,80.6,12.5,6.9,,,,,94.515865,1.163182
Bw2,NIWO,,,Megapit,40.05236,-105.58324,49,79,,,64.0,72.0,23.3,4.7,,,,,69.849562,1.202909
2C,NIWO,,,Megapit,40.05236,-105.58324,79,110,,,94.5,69.6,27.1,3.3,,,,,72.651753,1.280957
2(C)/Cr,NIWO,,,Megapit,40.05236,-105.58324,110,200,,,155.0,80.8,15.9,3.3,,,,,125.151203,1.260064
2C/(Cr),NIWO,,,Megapit,40.05236,-105.58324,110,200,,,155.0,80.8,15.9,3.3,,,,,125.151203,1.260064
A,JORN,,,Megapit,32.5905194,-106.8437722,0,18,,,9.0,86.7,6.2,7.1,,,,,173.544962,1.12592
Bw,JORN,,,Megapit,32.5905194,-106.8437722,18,46,,,32.0,83.7,7.9,8.4,,,,,110.98742,1.146993
2Bk,JORN,,,Megapit,32.5905194,-106.8437722,46,78,,,62.0,78.8,8.6,12.6,,,,,52.771137,1.145754
2Bkkm,JORN,,,Megapit,32.5905194,-106.8437722,78,110,,,94.0,72.7,12.6,14.7,,,,,33.43501,1.141897
2Bkk1,JORN,,,Megapit,32.5905194,-106.8437722,110,173,,,141.5,68.2,15.0,16.8,,,,,24.953659,1.166034
2Bkk2,JORN,,,Megapit,32.5905194,-106.8437722,173,200,,,186.5,85.1,10.4,4.5,,,,,175.111265,1.169937
A,SRER,,,Megapit,31.9086667,-110.8377778,0,5,,,2.5,73.7,22.5,3.8,,,,,79.443986,1.239238
Bw,SRER,,,Megapit,31.9086667,-110.8377778,5,41,,,23.0,63.7,24.8,11.5,,,,,33.652331,1.193842
Bk1,SRER,,,Megapit,31.9086667,-110.8377778,41,79,,,60.0,69.2,20.3,10.5,,,,,41.343415,1.148129
Bk2,SRER,,,Megapit,31.9086667,-110.8377778,79,132,,,105.5,77.5,15.8,6.7,,,,,77.444125,1.16314
2Bk,SRER,,,Megapit,31.9086667,-110.8377778,132,203,,,167.5,59.2,27.3,13.5,,,,,26.402161,1.215049
A1,ONAQ,,,Megapit,40.1783389,-112.4538139,0,4,,,2.0,56.8,34.0,9.2,,,,,36.151659,1.25923
A2,ONAQ,,,Megapit,40.1783389,-112.4538139,4,12,,,8.0,59.5,28.3,12.2,,,,,29.429936,1.220443
Bw,ONAQ,,,Megapit,40.1783389,-112.4538139,12,66,,,39.0,34.9,50.5,14.6,,,,,22.163092,1.348961
Bk,ONAQ,,,Megapit,40.1783389,-112.4538139,66,156,,,111.0,37.8,51.6,10.6,,,,,32.160551,1.432609
2CBk1,ONAQ,,,Megapit,40.1783389,-112.4538139,156,165,,,160.5,49.9,34.4,15.7,,,,,18.329047,1.21351
2CBk2,ONAQ,,,Megapit,40.1783389,-112.4538139,165,178,,,171.5,62.9,22.6,14.5,,,,,26.275799,1.195921
2Bkm,ONAQ,,,Megapit,40.1783389,-112.4538139,178,196,,,187.0,54.8,30.2,15.0,,,,,21.597736,1.209499
3CBk3,ONAQ,,,Megapit,40.1783389,-112.4538139,196,200,,,198.0,67.6,19.7,12.7,,,,,33.47705,1.161242
Oi,ABBY,,,Megapit,45.762378,-122.329672,0,3,-3.0,0.0,1.5,27.2,36.4,36.4,,,,,8.984224,1.311241
A,ABBY,,,Megapit,45.762378,-122.329672,3,19,0.0,16.0,11.0,25.8,38.05,36.15,,,,,9.5479,1.308632
AB,ABBY,,,Megapit,45.762378,-122.329672,19,44,16.0,41.0,31.5,24.8,40.3,34.9,,,,,9.951313,1.323209
Bw1,ABBY,,,Megapit,45.762378,-122.329672,44,74,41.0,71.0,59.0,20.1,37.1,42.8,,,,,11.81167,1.341723
2Bw2,ABBY,,,Megapit,45.762378,-122.329672,74,103,71.0,100.0,88.5,15.1,40.9,44.0,,,,,13.536277,1.376741
2BC,ABBY,,,Megapit,45.762378,-122.329672,103,131,100.0,128.0,117.0,21.1,43.1,35.8,,,,,10.673652,1.299641
2C,ABBY,,,Megapit,45.762378,-122.329672,131,200,128.0,197.0,165.5,30.5,40.1,29.4,,,,,9.592483,1.33914
Oi,WREF,,,Megapit,45.816429,-121.958466,0,3,-9.0,-6.0,1.5,,,,,,,,,
Oa,WREF,,,Megapit,45.816429,-121.958466,3,9,-6.0,0.0,6.0,,,,,,,,,
Ac,WREF,,,Megapit,45.816429,-121.958466,9,50,0.0,41.0,29.5,46.46,38.98,14.56,,,,,18.559987,1.389014
Bw,WREF,,,Megapit,45.816429,-121.958466,50,80,41.0,71.0,65.0,45.7,41.2,13.1,,,,,21.362425,1.402896
BC,WREF,,,Megapit,45.816429,-121.958466,80,94,71.0,85.0,87.0,54.8,35.6,9.6,,,,,33.692323,1.265783
2C1,WREF,,,Megapit,45.816429,-121.958466,94,136,85.0,127.0,115.0,78.1,16.0,5.9,,,,,85.20511,1.179021
2C2,WREF,,,Megapit,45.816429,-121.958466,136,162,127.0,153.0,149.0,88.8,9.2,2.0,,,,,337.731266,1.192622
3Ab,WREF,,,Megapit,45.816429,-121.958466,162,178,153.0,169.0,170.0,86.6,12.1,1.3,,,,,266.093095,1.273245
3Cg,WREF,,,Megapit,45.816429,-121.958466,178,200,169.0,191.0,189.0,64.5,30.0,5.5,,,,,55.407285,1.243279
Oi,SOAP,,,Megapit,37.03269,-119.2621,0,4,-4.0,0.0,2.0,,,,,,,,,
A1,SOAP,,,Megapit,37.03269,-119.2621,4,18,0.0,14.0,11.0,56.5,30.1,13.4,,,,,25.3003,1.220284
A2,SOAP,,,Megapit,37.03269,-119.2621,18,32,14.0,28.0,25.0,60.6,27.5,11.9,,,,,30.75122,1.216103
AB,SOAP,,,Megapit,37.03269,-119.2621,32,52,28.0,48.0,42.0,59.7,28.3,12.0,,,,,30.015006,1.22062
Bt1,SOAP,,,Megapit,37.03269,-119.2621,52,91,48.0,87.0,71.5,55.1,27.4,17.5,,,,,18.102193,1.206829
Bt2,SOAP,,,Megapit,37.03269,-119.2621,91,136,87.0,132.0,113.5,48.3,27.9,23.8,,,,,10.880407,1.21987
2Bt3,SOAP,,,Megapit,37.03269,-119.2621,136,213,132.0,209.0,174.5,51.5,23.4,25.1,,,,,10.981294,1.22143
2C,SOAP,,,Megapit,37.03269,-119.2621,213,255,209.0,251.0,234.0,,,,,,,,,
A1,TEAK,,,Megapit,36.7474127,-118.9705747,0,19,,,9.5,79.2,18.16,2.64,,,,,116.256784,1.298222
A2,TEAK,,,Megapit,36.7474127,-118.9705747,19,67,,,43.0,79.4,17.85,2.75,,,,,116.978025,1.291836
A3,TEAK,,,Megapit,36.7474127,-118.9705747,67,101,,,84.0,79.1,18.4,2.5,,,,,116.634114,1.306154
2AC,TEAK,,,Megapit,36.7474127,-118.9705747,101,132,,,116.5,79.0,18.7,2.3,,,,,117.53908,1.317859
2C1,TEAK,,,Megapit,36.7474127,-118.9705747,132,162,,,147.0,79.9,17.5,2.6,,,,,122.701123,1.297878
3C2,TEAK,,,Megapit,36.7474127,-118.9705747,162,174,,,168.0,77.0,18.4,4.6,,,,,87.678367,1.212969
3C3,TEAK,,,Megapit,36.7474127,-118.9705747,174,185,,,179.5,81.3,15.4,3.3,,,,,130.513494,1.257151
3C4,TEAK,,,Megapit,36.7474127,-118.9705747,185,205,,,195.0,82.1,16.2,1.7,,,,,157.574274,1.331168
R,TEAK,,,Megapit,36.7474127,-118.9705747,205,225,,,215.0,,,,,,,,,
Oe,BARR,,,Megapit,71.281711,-156.650219,0,7,-32.0,-25.0,3.5,,,,,,,,,
Oa,BARR,,,Megapit,71.281711,-156.650219,7,32,-25.0,0.0,19.5,,,,,,,,,
Cgjj/Oajj,BARR,,,Megapit,71.281711,-156.650219,32,45,0.0,13.0,38.5,38.3,30.4,31.3,,,,,7.460957,1.428832
Wf,BARR,,,Megapit,71.281711,-156.650219,45,58,13.0,26.0,51.5,,,,,,,,,
Oaf/Cgjjf,BARR,,,Megapit,71.281711,-156.650219,58,110,26.0,78.0,84.0,53.4,27.1,19.5,,,,,15.316371,1.206608
Cgjff/Oajjf,BARR,,,Megapit,71.281711,-156.650219,110,180,78.0,148.0,145.0,61.2,21.1,17.7,,,,,20.122713,1.208873
Oi,TOOL,,,Megapit,68.66045,-149.370128,0,6,-21.0,-15.0,3.0,,,,,,,,,
Oe,TOOL,,,Megapit,68.66045,-149.370128,6,17,-15.0,-4.0,11.5,,,,,,,,,
Oa,TOOL,,,Megapit,68.66045,-149.370128,17,21,-4.0,0.0,19.0,,,,,,,,,
Bg,TOOL,,,Megapit,68.66045,-149.370128,21,45,0.0,24.0,33.0,45.1,36.9,18.0,,,,,13.925297,1.368679
Cg,TOOL,,,Megapit,68.66045,-149.370128,45,73,24.0,52.0,59.0,44.7,36.0,19.3,,,,,12.696238,1.354322
Oe,BONA,,,Megapit,65.1533333,-147.05194,0,10,-22.0,-12.0,5.0,,,,,,,,,
Oa,BONA,,,Megapit,65.1533333,-147.05194,10,22,-12.0,0.0,16.0,,,,,,,,,
Bg/Oajj,BONA,,,Megapit,65.1533333,-147.05194,22,38,0.0,16.0,30.0,25.7,63.0,11.3,,,,,31.272009,1.301076
Cg,BONA,,,Megapit,65.1533333,-147.05194,38,56,16.0,34.0,47.0,18.0,69.1,12.9,,,,,26.843638,1.291941
Cgf1,BONA,,,Megapit,65.1533333,-147.05194,56,88,34.0,66.0,72.0,29.5,62.0,8.5,,,,,41.554653,1.427646
Cgf2,BONA,,,Megapit,65.1533333,-147.05194,88,131,66.0,109.0,109.5,27.6,63.8,8.6,,,,,41.204479,1.4211
Cgf3,BONA,,,Megapit,65.1533333,-147.05194,131,193,109.0,171.0,162.0,29.8,62.1,8.1,,,,,43.345535,1.449916
Oe,DEJU,,,Megapit,63.879713,-145.474663,0,5,-5.0,0.0,2.5,34.2,60.1,5.7,,,,,55.668109,1.615766
A,DEJU,,,Megapit,63.879713,-145.474663,5,16,0.0,11.0,10.5,33.8,58.2,8.0,,,,,43.462772,1.482376
Bw,DEJU,,,Megapit,63.879713,-145.474663,16,30,11.0,25.0,23.0,31.8,59.3,8.9,,,,,39.678989,1.423348
BC,DEJU,,,Megapit,63.879713,-145.474663,30,72,25.0,67.0,51.0,77.7,19.0,3.3,,,,,100.428356,1.2666
C,DEJU,,,Megapit,63.879713,-145.474663,72,125,67.0,120.0,98.5,90.5,7.8,1.7,,,,,434.392666,1.18317
2BC1,DEJU,,,Megapit,63.879713,-145.474663,125,210,120.0,205.0,167.5,67.6,25.4,7.0,,,,,52.005718,1.176268
2BC2,DEJU,,,Megapit,63.879713,-145.474663,210,300,205.0,295.0,255.0,69.1,25.2,5.7,,,,,59.588169,1.185174
Oi,HEAL,,,Megapit,63.8798,-149.21539,0,9,-31.0,-22.0,4.5,,,,,,,,,
Oe,HEAL,,,Megapit,63.8798,-149.21539,9,22,-22.0,-9.0,15.5,,,,,,,,,
Oa,HEAL,,,Megapit,63.8798,-149.21539,22,31,-9.0,0.0,26.5,,,,,,,,,
A/Cjj,HEAL,,,Megapit,63.8798,-149.21539,31,50,0.0,28.0,40.5,35.1,51.5,13.4,,,,,24.795886,1.362601
Cjjf,HEAL,,,Megapit,63.8798,-149.21539,50,84,28.0,62.0,67.0,38.6,46.7,14.7,,,,,20.811706,1.349012
Oe,PUUM,,,Megapit,19.56473,-155.31381,0,2,-2.0,0.0,1.0,,,,,,,,,
A,PUUM,,,Megapit,19.56473,-155.31381,2,13,0.0,11.0,7.5,,,,,,,,,
Bw1,PUUM,,,Megapit,19.56473,-155.31381,13,26,11.0,24.0,19.5,54.6,30.0,15.4,,,,,20.866869,1.207322
Bw2/2C,PUUM,,,Megapit,19.56473,-155.31381,26,30,24.0,28.0,28.0,47.6,33.8,18.6,,,,,14.173308,1.228503
A,UKFS,UKFS_004,16N00544,Distributed,39.04306,-95.20285,0,19,,,9.5,4.8,54.8,40.4,1.58,,0.28598,0.39375,12.661714,1.377173
Bt1,UKFS,UKFS_004,16N00545,Distributed,39.04306,-95.20285,19,32,,,25.5,4.3,48.2,47.5,1.54,,0.2849,0.38,15.673038,1.517667
Bt2,UKFS,UKFS_004,16N00546,Distributed,39.04306,-95.20285,32,57,,,44.5,4.7,43.6,51.7,1.62,,0.30942,0.37875,18.37624,1.644395
R,UKFS,UKFS_004,,Distributed,39.04306,-95.20285,57,200,,,128.5,,,,,,,,,
A1,UKFS,UKFS_020,16N00547,Distributed,39.04177,-95.20136,0,8,,,4.0,2.0,42.1,55.9,1.5,,0.402,0.42238,20.320952,1.994808
A2,UKFS,UKFS_020,16N00548,Distributed,39.04177,-95.20136,8,27,,,17.5,2.5,40.6,56.9,1.54,,0.37884,0.3982,21.446832,1.992603
Bw1,UKFS,UKFS_020,16N00549,Distributed,39.04177,-95.20136,27,53,,,40.0,8.2,41.3,50.5,1.52,,0.2964,0.336,17.929743,1.560969
Bw2,UKFS,UKFS_020,16N00550,Distributed,39.04177,-95.20136,53,82,,,67.5,13.5,46.1,40.4,1.62,,0.25434,0.3105,12.632055,1.324595
2C,UKFS,UKFS_020,16N00551,Distributed,39.04177,-95.20136,82,100,,,91.0,16.6,51.9,31.5,,,,,11.264907,1.268057
A,UKFS,UKFS_001,16N00552,Distributed,39.03747,-95.19714,0,25,,,12.5,3.4,47.1,49.5,1.44,,0.31824,0.3956,16.565672,1.619321
R,UKFS,UKFS_001,16N00553,Distributed,39.03747,-95.19714,25,36,,,30.5,,,,,,,,,
2C,UKFS,UKFS_001,16N00554,Distributed,39.03747,-95.19714,36,76,,,56.0,3.8,51.5,44.7,1.6,,0.2976,0.34048,14.113563,1.466321
2Cr,UKFS,UKFS_001,16N00555,Distributed,39.03747,-95.19714,76,100,,,88.0,5.4,48.3,46.3,,,,,15.248787,1.458892
A,UKFS,UKFS_011,16N00556,Distributed,39.03228,-95.18835,0,19,,,9.5,2.5,50.8,46.7,1.48,,0.36112,0.38199,14.630576,1.593738
Bt1,UKFS,UKFS_011,16N00557,Distributed,39.03228,-95.18835,19,39,,,29.0,3.1,49.6,47.3,1.73,,0.36503,0.38125,15.193371,1.567218
Bt2,UKFS,UKFS_011,16N00558,Distributed,39.03228,-95.18835,39,55,,,47.0,3.9,50.0,46.1,1.82,,0.35672,0.39825,14.822008,1.493262
Bt3,UKFS,UKFS_011,16N00559,Distributed,39.03228,-95.18835,55,76,,,65.5,3.3,55.1,41.6,1.89,,0.32886,0.38181,12.672053,1.445222
2R,UKFS,UKFS_011,,Distributed,39.03228,-95.18835,76,101,,,88.5,,,,,,,,,
A,UKFS,UKFS_008,16N00560,Distributed,39.03356,-95.18974,0,16,,,8.0,7.0,52.3,40.7,1.52,,0.34352,0.399,13.080842,1.35498
Bt1,UKFS,UKFS_008,16N00561,Distributed,39.03356,-95.18974,16,43,,,29.5,6.8,49.3,43.9,1.7,,0.357,0.4199,14.263278,1.395529
Bt2,UKFS,UKFS_008,16N00562,Distributed,39.03356,-95.18974,43,73,,,58.0,7.3,47.6,45.1,1.9,,0.3629,0.40004,14.830726,1.416357
Bt3,UKFS,UKFS_008,16N00563,Distributed,39.03356,-95.18974,73,100,,,86.5,8.4,45.7,45.9,1.93,,0.38793,0.41877,15.227164,1.43136
A,UKFS,UKFS_022,16N00564,Distributed,39.0315944,-95.1910278,0,21,,,10.5,10.4,55.7,33.9,1.62,,0.2511,0.36432,11.718071,1.291649
Bt1,UKFS,UKFS_022,16N00565,Distributed,39.0315944,-95.1910278,21,44,,,32.5,8.8,52.0,39.2,1.65,,0.27555,0.3598,12.722723,1.335679
Bt2,UKFS,UKFS_022,16N00566,Distributed,39.0315944,-95.1910278,44,61,,,52.5,9.6,49.2,41.2,1.6,,0.2672,0.35209,13.285442,1.350813
Bt3,UKFS,UKFS_022,16N00567,Distributed,39.0315944,-95.1910278,61,100,,,80.5,9.9,45.0,45.1,1.67,,0.29726,0.3575,14.790967,1.410899
A,UKFS,UKFS_019,16N00568,Distributed,39.0315519,-95.1959213,0,7,,,3.5,9.0,52.6,38.4,1.37,,0.25893,0.33448,12.515444,1.328725
Bt1,UKFS,UKFS_019,16N00569,Distributed,39.0315519,-95.1959213,7,25,,,16.0,9.2,50.0,40.8,1.8,,0.324,0.40296,13.177207,1.348008
Bt2,UKFS,UKFS_019,16N00570,Distributed,39.0315519,-95.1959213,25,53,,,39.0,9.6,45.9,44.5,1.72,,0.31132,0.37252,14.538695,1.399383
Bt3,UKFS,UKFS_019,16N00571,Distributed,39.0315519,-95.1959213,53,100,,,76.5,13.2,41.1,45.7,1.76,,0.30976,0.378,14.643197,1.418228
A,UKFS,UKFS_006,16N00572,Distributed,39.03373,-95.19885,0,20,,,10.0,2.2,60.6,37.2,1.41,,0.23547,0.3916,10.838947,1.482131
Bt1,UKFS,UKFS_006,16N00573,Distributed,39.03373,-95.19885,20,44,,,32.0,1.7,53.5,44.8,1.66,,0.29548,0.36442,13.312304,1.630704
Bt2,UKFS,UKFS_006,16N00574,Distributed,39.03373,-95.19885,44,67,,,55.5,1.9,54.1,44.0,1.68,,0.30072,0.3819,13.058565,1.59236
Bt3,UKFS,UKFS_006,16N00575,Distributed,39.03373,-95.19885,67,100,,,83.5,4.4,57.1,38.5,1.67,,0.24549,0.35955,11.97974,1.370853
A,UKFS,UKFS_023,16N00576,Distributed,39.03651,-95.20154,0,17,,,8.5,5.8,52.7,41.5,1.65,,0.32835,0.37873,13.221821,1.37108
Bt1,UKFS,UKFS_023,16N00577,Distributed,39.03651,-95.20154,17,37,,,27.0,5.5,49.1,45.4,1.78,,0.32396,0.39555,14.810528,1.435628
Bt2,UKFS,UKFS_023,16N00578,Distributed,39.03651,-95.20154,27,52,,,39.5,6.7,45.8,47.5,1.9,,0.3591,0.40963,16.042512,1.478618
Bt3,UKFS,UKFS_023,16N00579,Distributed,39.03651,-95.20154,52,100,,,76.0,6.4,46.6,47.0,1.8,,0.3222,0.39576,15.74322,1.46676
A,UKFS,UKFS_007,16N00584,Distributed,39.03693,-95.20548,0,10,,,5.0,2.8,55.2,42.0,1.74,,0.39498,0.43992,12.63978,1.481502
Bw1,UKFS,UKFS_007,16N00585,Distributed,39.03693,-95.20548,10,29,,,19.5,2.4,56.2,41.4,1.69,,0.32279,0.40513,12.247907,1.505801
Bw2,UKFS,UKFS_007,16N00586,Distributed,39.03693,-95.20548,29,63,,,46.0,3.2,56.3,40.5,1.69,,0.29237,0.37859,12.243473,1.43891
Bw3,UKFS,UKFS_007,16N00587,Distributed,39.03693,-95.20548,63,100,,,81.5,4.7,53.0,42.3,1.84,,0.34408,0.38205,13.323958,1.399689
Ap,UKFS,UKFS_018,16N00588,Distributed,39.05324,-95.19296,0,14,,,7.0,10.1,49.9,40.0,1.73,,0.29929,0.3757,12.895571,1.337621
Bt,UKFS,UKFS_018,16N00589,Distributed,39.05324,-95.19296,14,32,,,23.0,9.3,41.3,49.4,1.82,,0.38948,0.4064,17.165251,1.522476
Btss1,UKFS,UKFS_018,16N00590,Distributed,39.05324,-95.19296,32,51,,,41.5,9.0,39.6,51.4,1.88,,0.43428,0.43561,18.539033,1.587729
Btss2,UKFS,UKFS_018,16N00591,Distributed,39.05324,-95.19296,51,69,,,60.0,9.1,37.9,53.0,1.83,,0.45567,0.45859,19.747513,1.649378
Btss3,UKFS,UKFS_018,16N00592,Distributed,39.05324,-95.19296,69,100,,,84.5,9.4,35.0,55.6,1.89,,0.50841,0.49266,21.637687,1.784877
A1,UKFS,UKFS_017,16N00593,Distributed,39.04743,-95.19851,0,18,,,9.0,15.3,62.6,22.1,1.52,,0.2128,0.33306,14.113268,1.245304
A2,UKFS,UKFS_017,16N00594,Distributed,39.04743,-95.19851,18,29,,,23.5,17.4,53.1,29.5,1.87,,0.28237,0.41942,11.387316,1.260983
Btss1,UKFS,UKFS_017,16N00595,Distributed,39.04743,-95.19851,29,50,,,39.5,13.3,38.6,48.1,1.81,,0.40725,0.4719,15.873656,1.481711
Btss2,UKFS,UKFS_017,16N00596,Distributed,39.04743,-95.19851,50,67,,,58.5,13.0,37.3,49.7,1.88,,0.44368,0.4644,16.875587,1.533053
Btk,UKFS,UKFS_017,16N00597,Distributed,39.04743,-95.19851,67,100,,,83.5,14.6,41.6,43.8,1.83,,0.35868,0.4788,13.555794,1.373654
Ap,UKFS,UKFS_028,16N00598,Distributed,39.04756,-95.20259,0,10,,,5.0,16.7,54.2,29.1,1.43,,0.22308,0.28548,11.50311,1.259876
Bt1,UKFS,UKFS_028,16N00599,Distributed,39.04756,-95.20259,10,38,,,24.0,10.1,36.9,53.0,1.79,,0.45466,0.4602,19.656522,1.65488
Bt2,UKFS,UKFS_028,16N00600,Distributed,39.04756,-95.20259,38,65,,,51.5,16.4,38.6,45.0,2.06,,0.44496,0.47232,13.641609,1.398988
Bt3,UKFS,UKFS_028,16N00601,Distributed,39.04756,-95.20259,65,100,,,82.5,16.1,37.9,46.0,2.03,,0.44457,0.4587,14.131487,1.422176
Ap,UKFS,UKFS_030,16N00602,Distributed,39.04657,-95.212,0,11,,,5.5,3.5,69.3,27.2,1.5,,0.249,0.33405,10.436658,1.385179
Bt1,UKFS,UKFS_030,16N00603,Distributed,39.04657,-95.212,11,29,,,20.0,2.8,54.7,42.5,1.85,,0.3626,0.4224,12.834995,1.487927
Bt2,UKFS,UKFS_030,16N00604,Distributed,39.04657,-95.212,29,47,,,38.0,1.8,50.6,47.6,2.1,,0.4452,0.39664,14.765721,1.691097
Bt3,UKFS,UKFS_030,16N00605,Distributed,39.04657,-95.212,47,65,,,56.0,2.2,56.1,41.7,1.78,,0.33998,0.39054,12.269656,1.527694
BC,UKFS,UKFS_030,16N00606,Distributed,39.04657,-95.212,65,100,,,82.5,6.3,66.5,27.2,1.58,,0.21014,0.35862,11.425894,1.306063
A1,UKFS,UKFS_012,16N00607,Distributed,39.04544,-95.1984,0,14,,,7.0,4.1,47.0,48.9,1.48,,0.34484,0.3584,16.424244,1.567423
A2,UKFS,UKFS_012,16N00608,Distributed,39.04544,-95.1984,14,38,,,26.0,3.9,43.6,52.5,1.62,,0.35802,0.3852,18.707024,1.704031
Bw1,UKFS,UKFS_012,16N00609,Distributed,39.04544,-95.1984,38,62,,,50.0,3.6,40.3,56.1,1.66,,0.3652,0.42427,21.370778,1.867847
2Bw2,UKFS,UKFS_012,16N00610,Distributed,39.04544,-95.1984,62,81,,,71.5,4.1,42.9,53.0,1.68,,0.36792,0.43508,19.13157,1.714135
2Bk,UKFS,UKFS_012,16N00611,Distributed,39.04544,-95.1984,81,100,,,90.5,5.8,40.3,53.9,1.97,,0.4137,0.39585,20.246651,1.699542
Ap,UKFS,UKFS_025,16N00612,Distributed,39.05554,-95.18948,0,18,,,9.0,13.8,58.2,28.0,1.55,,0.2232,0.33405,11.855383,1.26372
Bt,UKFS,UKFS_025,16N00613,Distributed,39.05554,-95.18948,18,38,,,28.0,9.1,44.0,46.9,1.77,,0.39471,0.42746,15.71873,1.454298
Btg1,UKFS,UKFS_025,16N00614,Distributed,39.05554,-95.18948,38,60,,,49.0,10.5,44.5,45.0,1.84,,0.414,0.44409,14.690513,1.407834
Btg2,UKFS,UKFS_025,16N00615,Distributed,39.05554,-95.18948,60,77,,,68.5,12.2,44.5,43.3,1.91,,0.38773,0.4104,13.761461,1.372176
